comment,emotion
说真心的，啥时候我们能像隔壁岛国一样，原曲和原唱大大方方地登上官方的舞台，可能我这辈子都见不着吧[大哭],-1
说真心的，啥时候我们能像隔壁岛国一样，原曲和原唱大大方方地登上官方的舞台，可能我这辈子都见不着吧[大哭],-1
服务员：对不起白菜酱，这里不卖儿童内衣[doge],-1
给我演爽了,1
我和我那个最要好的那个朋友已经差了17岁了啊,1
"M4A1暗杀流
标签：全距离
改枪码
M4A1双托斜握倍镜版（首推）-6G77NCK0EU90O684D8QL5
M4A1双托斜握基础版-6G77NM40EU90O684D8QL5
M4A1暗杀流（娱乐玩法）-6G77NS40EU90O684D8QL5",0
@NanjingRoad @淋雨辣 密码多少,0
@Skadi_蒂 @bili_98985004638 @鹤城呢 艺术品,1
可以加入吗？如何加入,0
听说第三集会有《三角符文》和《披萨塔》[doge_金箍],0
我想帮白菜量[甜心萌菜动态表情包_盯],1
"太阳照在桑干河上，金光闪闪，仿佛整个中国都要从这光里站起来……
变革动荡的年代，黑暗中迸发的希望之光，很让人感动。
向进步的左翼作家联盟致敬，向英勇的抗日先烈致敬，向伟大的中国革命先驱致敬！",1
放黄黄的糊是南疆的烤法，我们北疆就直接烤 北疆的烤肉才是外地人印象里的新疆羊肉串,-1
仅仅13个小时，点赞数便超过了前几个月做的老视频[惊讶],1
超棒的，以后同学们都工作后见面变少，这片子会成为大家相当珍贵的回忆!,1
????吗?有点意思哈,1
我可能有点过于感同身受了，这不是一件好事，道德绑架别人很不好，因为我看见讲价那里，我第一瞬间觉得装修工师傅也很苦不应该讲价，不过我也不懂装修什么的，正常的价格是什么，所以这是我的问题，我就是看不得底层人受苦，因为自己就是底层学生。(??_?`),1
生日快乐大姨[打call],1
"“沿途何无怪焉？”
“大日轰鸣耳！”",1
资本的力量就是压榨其他人，遵守规则的永远是普通人，专利有啥用啊，就像视频里说的注册了，人家换个概念就可以用了，打官司又长久，钱也陪不了多少,0
像读了一本书 最质朴的语言往往最打动人,1
这头发，这飘逸的头发，好美！好强！[Cat!_fight],1
？？？评论区这是在？先不说游戏，可互动的壁纸和桌宠不也是老早就有的吗，搞得像是什么新鲜东西一样[尴尬]这里是山顶洞人聚会吗,0
《5年之后再请我吃炒面》  瞬间泪崩！！！[大哭][大哭][大哭],-1
有个??美食，酱料沾烤肉??加个汤,-1
有考虑过去南美和非洲吗？都很少人去那吃饭啊,1
"十万赞。。。感觉看了一个翻拍的我的二叔治好了我的精神内耗，文案水平还低上一截，
句句说不要钱，句句在说钱，
可能你叔不是这样的，但你塑造的视频形象就是这样的，
相比之下，狗小带up要真实多了",1
以前从未留意过的道路设计，配合bgm太赞了,1
7:45的时候下车了，没骗你[doge],0
所以这就是为什么芙莉莲活的越久，她对时间越不敏感的原因[惊讶],0
当年捐款了一千块,1
解锁结局3，我在北大毕业后，在上海开了一家书店，认识了徐白，见到了鲁迅，见证了一段历史,-1
我怎么好像看到过类似的？之前是不是也是有一个全球第一自助餐？,1
劳斯，我可以吗？我可以当画师[打call],1
经典饭点发[祈梦之境表情包_wow],1
在俄罗斯持续带来劲爆内容，怎么的，你还能和普京吃饭不成？[doge],0
这是哪一版的炉心融解？中间那段小提琴太神了！[打call],-1
评论区感觉??度简直爆表了，平均年龄能有十五不？最早我在崩坏三就见过这玩意，怎么搞个很燃的bgm感觉像是自己发明了什么不得了的东西一样,0
@诗是思时十四 @珊瑚宫飘飘 @陈六出_,1
M4说到底就是平庸了，什么都有就等于什么都没有，但是恰恰这种枪最适合新手，什么情况下掏出来都没问题。不过玩习惯了M7M14之后再回来玩M4会很不习惯哪都差点意思[笑哭]，真正意义上的适合新手枪,0
所以当年的试吃小哥啥时候能返场一次。。。。,1
我就怕他妈突然回来，霸占所有物资??,1
[百变萌菜表情包_来了][百变萌菜表情包_来了],1
一顿人均120人民币早餐，一个月3600人民币，这个up是会拍视频的，非常“典型”，莫斯科的中位数收入才1万人民币每月，哪个莫斯科人是这么花费吃早餐的？,-1
但凡有一点能拿的出手的东西，也不至于一点东西都拿不出手[笑哭],-1
懂了吧？[doge],0
解释一下，赌石有风险，说的是有赚钱的风险，赔钱是一定的，不算风险。,-1
@还是随便取个得了 @湫湫湫湫QuQ @甘雨の猫 @云归墨来,1
嫉妒是一切愤怒的来源，蝼蚁抱团才能假装自己活着有意义,-1
蜂医为什么不用伊法？[doge],0
不用服务员说，帕清姬们都知道白菜是AA了[甜心萌菜表情包_钢板][甜心萌菜表情包_钢板][甜心萌菜表情包_钢板][甜心萌菜表情包_钢板],0
有幸吃过,1
结局15,-1
当年还是小学生，学校组织捐款，捐了20块[墨镜],1
你改的对，但是4000一发金蛋有点打不起,1
开局up说有aa车不要抢武直武直还是抢了，还以为他不听指挥，结果他直接用武直把aa车干爆了，是真NB,1
劲啊,0
6G77NCK0EU90O684D8QL5,0
我嘞个“荻花洲行动”,1
有些搁那儿说剧本的人，就算up真是剧本又咋样，他起码做了，再说了，人up也得吃饭啊，真就挺逆天的??,1
比起原神，我觉得绝区零的背景更适合玩搜打撤的摸金模式[香奈美·追寻那道光 应援装扮_让我看看],1
17年版我居然兑水喝了八年了我的妈呀,-1
@Ty丶童心未泯 有人搬你视频了[腾讯招聘_短鹅],-1
封面,0
白菜真的是A cup吗？??我一直以为是开玩笑的,-1
新疆羊肉串吗 那我很熟了 都是三块钱一串 只放辣椒和孜然盐[doge],0
解说视频比原片播放量高[笑哭]不是贬低，只是觉得作者精心做了几年的动画在国内看的人数不如剪辑后的简短版，怪讽刺的,-1
神啊，让我再救一个吧,1
史诗级渲染,1
合并同类项了属于是,-1
有史蒂夫吗：）,1
貧乳の白菜[星星眼][星星眼],-1
差点没反应过来,0
第一个翻那个书是啥游戏[菲宝的小丑日记_投降],-1
人生就像一把P社游戏，开局的新鲜感过去，就只剩下一成不变的操作，于是你打开了五倍速,1
揉得出活路，这一句顶一万句??，面筋道，人劳道,-1
这何尝不是一种“火遇(狱)骑行”,-1
亏了我好心疼牛哥[呲牙][呲牙][呲牙][呲牙][呲牙],1
又是一个“二舅”，说叔叔不善于包装运作，这视频不正在包装运嘛[妙啊],-1
第五招：清理磁盘碎片[doge],0
连续6把都是进攻方的指挥官[tv_doge],1
我要是债主，我是不担心他还不起的,-1
《余额231.48》up你真的我哭死了，我还在想怎么是有零有整的刚好6W[酸了],1
说起来有没有泰拉瑞亚？我只见那电影开头有克眼也不知道后面会不会来泰拉人,0
对，早点吃方便面必须配烧饼。[支持],1
感觉比尔冬升不自量力的翻拍功夫片段强好多,1
有点儿好奇他们打到图书馆会发生什么,1
"问：在日本是AA
求：在中国是？[滑稽]",-1
那个护士是泰国国籍不[doge][doge],1
……？现在小年轻都不知道桌宠了？这玩意不八百年前都有了吗？打开赌是什么个思路？,0
现在战备到底和匹配有没有关系啊，我和朋友三排每次基本都是卡战备进绝密，把把都有护航[笑哭],1
荧：一秒变异！卸腿！放烟头甲枪胸挂背包，花来！！！[原神·枫丹_补充能量],1
加油,1
你知道的，有一些人的视频我一向都是三连加评论的[小鸟芋圆_饿饿饭饭],0
评论区一堆连独立游戏都分不清的人在那推什么，你们推的连独立游戏都不是还想进这个“独立游戏”大电影嘛,0
我的第一个结局 ：成为人民艺术家[笑哭][笑哭][笑哭],-1
我必须马上坐起来连接到Mac mini M4 10G网口版本的音响上收听[hanser动物套装_打call][hanser动物套装_打call][hanser动物套装_打call][hanser动物套装_打call],0
那你的筹码是什么,0
今天我生日！,1
这模式不管捞多少分最后结算加分都是一样的，不为了赢来玩的话就没意义了。,0
我不善言辞，不知道如何跟家人说出心声，今天是母亲节，我用腕豪的台词剪成视频，发给老妈，我的话，让他替我来说：爱你老妈，明天见。mua！,0
如此完美纯洁的女体[tv_流鼻血],1
[藏狐]10年之前我不认识你,-1
自己配料买多了麻烦?要是UP主可以出这些配料包供大家购买就最好了?按需购买?也不浪费,1
要是火神的摩托能载人就好了[滑稽],1
前年去新疆吃的，馕坑肉[喜欢][喜欢],1
这是我的故事，也是我们的故事！,1
又一个想复刻二舅的视频,0
笑死，让我翻到了三个大主播的黑历史，至于为什么是三个，自己可以去找一下原视频，这两条评论就在最前两条[doge][doge],0
入股,1
有点急事[Mygo表情包_害羞][Mygo表情包_害羞]一会儿再回来,1
嫂子最后说的啥[寺田收藏集 重构色彩._?]妹听清啊,1
果然，每次我都快忘了AU这个圈子时都能跳出来给我一巴掌[Ave Mujica_怎么突然],0
我这楼下阿达西48一斤，现割，然后现穿,-1
不敢想象在至冬极光下骑行有多美！,-1
走动的时候枪的晃动感觉还是太大了,-1
一键三连[打call],-1
当时6年级，一边看直播救灾一边哭??,1
顺手的事儿,1
@Kur_枯荣 @猫也是劳 @蠢起风 @人畜无害的机 @逃跑少年信仰 @-火山若繁星-,1
文案写的很好，但是配音听着有点难受,1
"可莉：
《我没解开保险啊》
《我以为训练假人呢》
《人家还是未成年哦》
《跟琴团长说去吧》
《我们都在用力活着》",-1
太强了,-1
这玩意不早有了，搞得像自己发明了个大玩意一样,-1
一次汶川，一次唐山，年年铭记于心,1
太厉害了，同大二我个肺雾还在拍广告呢[Mygo表情包_大哭],1
UP加油[打call][打call][打call],1
白菜是A cup的事情还用店员说吗？？？？全网不早都知道了？钢板仙姬[OK],0
白里透红的饺子……莫名想到一部港片[阴险],1
怪不得拍生活片叫 拍vlog,-1
大姨，青春旅行团什么时候发[大哭][大哭][大哭],0
？村里刚通网？我一进来看到刷入股我还以为啥玩意，看完了就是手机触屏互动桌宠，我寻思这玩意从qq宠物开始接触发展到现在都应用到黄油几年了怎么还有刷入股[笑哭],0
甜菜。,1
中间有一段不严谨，把分贝、星等、ph值、里氏震级放在一起类比，试图说明这几个使用对数来表示都是为了匹配人类感知，然而我们都能明显感觉到里氏震级和感知不匹配，和分贝不一样，ph值、里氏震级使用对数只是为了能够压缩数值范围，比如地震的振幅、能量数值跨度极大，线性尺度难以直观比较。,0
现实很残酷，你也改变不了。也没到时候，放自己去那吧，起码那个世界是你的。,-1
不是，现在怎么这么多理中客啊？[尴尬]大家说丁真不是为了嘲讽这个现象吗？不是为了借事喻事吗？不是反讽zb团队的包装现象吗？以前没看到这么多理中客，现在又来了。,0
几百粉丝关注的，竟然十七万了[笑哭],1
感觉好涩??????,1
那年刚毕业没多久，和兄弟回老家开了家手机店，生意一直不太好。那天红会上门来募，我想了下，让店长把收银台里的现金都掏了，零零碎碎不到2K，唉……,1
emmm你是说你要做个这个？,-1
第一个游戏叫什么来着,0
好牛。。。,1
不是姐妹? 老舍转世啊 文案那么好[大哭],1
@白枭TvT 来看,1
第1次见到投币比赞还多的视频，良心啊。用我自己的所有运气换你一辈子 Up主你幸福,-1
赌毛，不赌,-1
[洛天依心律共鸣表情包_天依的肯定][洛天依心律共鸣表情包_天依的肯定],-1
"我那年在成都读书，真的非常难受。
死了那么多自己国家的人，和看其他国家的新闻完全不一样，那个时候那种难受真的心痛。",1
昨天在行政楼被你改的枪三枪头踢死了[热][热],1
"大伙新年快乐
我说白了，点个赞是冲着我推点的，投币就不投了，我还是喜欢原版，泠鸢的儿化音还是更接地气",1
对不起，我不赌毒[藏狐],1
@谐饿触手 看哭了bro[大哭],1
得了吧，申请版号就不止半年的时间,-1
@子文又饿了,0
枪看着有点像HK家的，这把枪的那个音效素材经费不足的话，可以去找那种一些相关的音质那种比较便宜一些,-1
[小柔Channel_不得了],1
总觉得虚幻做出来的游戏，阴影总有一个说不出来的感觉，就总感觉让画面看着很乱的感觉，特别是森林这些场景，花草树叶这些小的东西阴影投射就会让画面很乱,-1
为啥是春晚版[hanser动物套装_打压][hanser动物套装_打压],-1
BV1ja411673f类似于这个东西吗[笑哭]可互动手机壁纸,1
这是哪个省啊，可以申请孤儿待遇了，我这一个月1800多，直到成年或者读完大学,1
结局8——刘半农先生，白涤洲先生,-1
这才是真正的指挥官，多希望能排到咕子啊[Mygo表情包_探头],1
快！告诉我你I站的id是什么！[doge],0
红绳绕 拆开春意大鞭炮～,1
我不是赌徒,-1
我本科毕设拍的也是父亲，主题是一种少林拳法[星星眼],-1
哇哇哇哇太棒了,1
这排名第一的餐厅年年换吗？我怎么感觉看过这个主题[思考],0
快，甜甜圈卖我回回血呀[doge],0
牛哥如果都赌输了，真的是一个很好的劝诫视频，其他人哪有专业的底蕴去支撑,1
"Live2DViewerEX、兽耳助手：？？？
别说这种成熟的软件了，很多博客都会带个live2d",-1
去年那么多丁真歌，不乏有解构批判的金曲，丁真从具体的人变成了符号，成了替槐树挡灾的桑树。现在怎么大把的人把“丁真”重新定义成具体的人，认为指责批判针对丁真本人。鉴定为，纯真如丁真。,0
猴哥!想要看客家盐焗鸡（水焗）教程[蹲蹲],1
"回民请先划走
其实我偷偷试过猪肉版本的烤肉串，味道也挺不错的??",1
纯粹的，没有低俗趣味的人,-1
我有个问题是，我烤的为什么咬不动[笑哭],0
我们应该要顶勇敢，什么都不怕，什么都顶有决心才好[大哭],1
新疆真有这种？？[疑惑][疑惑]我在的怕是个假新疆，来新疆的朋友，力荐吃一次烤白肉，就是不腌制、烤的时候只放盐的烤羊肉，极香极好吃,1
失主：别跑了，再跑就1748，啊哈哈哈[孤独摇滚_威胁],-1
有个弹幕提醒的好，是不是家里有啥放射物质，导致两夫妻都是癌症，如果是的话就要排查，不然小朋友抵抗力还不如大人呢,1
这左上角是位置 05:13,1
寸止挑战吗，有点意思。（戛然而止是真的难绷，我发现尤其小up主就爱犯这样的毛病，真差那点技术or时间吗，一首歌明明是完整的情绪递进都不做完）,1
看着弹幕一群提瓦特导航，感觉很有那味了[星星眼],-1
"叔叔这技术人员，智商高，情商更高。
碰到过搞技术的，智商高是高，情商约等于0。[笑哭]",-1
@朱颜花韵 强推[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],1
有电脑清理教程了，手机的还会远吗[蹲蹲],1
消失的女娲,-1
up能不能考虑做个缅甸为背景的丛林射击游戏呀，类似孤岛惊魂那样的，玩孤岛惊魂的时候一直都在想如果我是在缅甸单刷十几个诈骗园区那还多有意思啊，求求up看看我的评论吧，第二次提这个建议了[大哭][大哭][大哭][大哭],0
@APHthous_,0
实在不行你出两期全是广告的视频吧，我们会看完的,-1
"人民人民张开嘴，大声喊出咱是谁
向前走别掉队，永远不下跪",0
搬走之后再也吃不到艾散新疆烧烤了，这种挂糊羊肉串还挺好吃的,1
我三年命白给了[笑哭]。加把劲呀。我再送你三年寿命，换你下一次爆色！！！！,-1
牢胞！不！你的咒刃呢！你的死而复生还没用呢！补药啊[大哭][大哭][大哭],-1
原来是春晚版啊，怪不得冷鸟不来，改的是个棒槌,1
场景、灯光求配布[星星眼],-1
现在30万，真谢谢你啊。[阴险],1
冷知识：充电的话up一分钱都拿不到全进了B站的口袋 不如投币或者找up打单,-1
绵羊生日快乐,1
[绵羊料理-23][绵羊料理-23][绵羊料理-23],-1
十年前我正好高考，现在还在读书[笑哭],1
看评论，第一次知道有人会恨自己不是丁真？我觉得这只会在那些人在生活中遇到不如意的时候想一想，毕竟在一些人看来他是后来幸运的人，而不是一开始就幸运的人。,0
结局7. 感谢你们，让我们能够身入新中国的前夜！,1
哎，又到5.12了啊[无语],1
建议手部动作不要太大，有点不自然，往后收点,-1
记得我08年我上一年级当时我捐了10块，虽然不多但是愿爱心多一点,0
三连啦[魔法觉醒_打CALL]虽然昨天已经看过一遍了但是今天在看一遍！十周年快乐！！！希望接下来的日子大姨都能够顺顺利利 努力做出更多好看好玩的视频 越来越火赚大钱！我们会一直支持你的！！！[魔法觉醒_冲呀],1
"我作为一名计算机专业的
这里我只想说，能开机能进系统能进行日常的生产生活已经很好了
如果说你还能更改文件下载的位置，那特别棒，如果你还会像视频里操作的话，那非常的好
已经是天才了[笑哭]
不是我夸大其词啊，是真有人连怎么开机都不知道，当然我这里很少，最多的是不知道怎么修改下载路径，我发压缩包之后他不知道怎么解压，不知道该解压哪一个文件[笑哭]",1
"你们说的Live2DViewerEX过于超前
这才是第一个钻木取火的[嘘声]",1
能不能讲讲米粉怎么吃，天津吃米粉吗？,0
让我想起了我23年发的朋友圈,0
吓得我打开了我的Live2DViewerEX[藏狐],-1
载具组非常重要，菜鸡还是大爹直接影响成败，熟练度满级的载具组是野排相对稀有物种，看哪边拥有了,1
"寒天之钉已就绪
请求寒天之钉打击，坐标已发送！
寒天之钉已发射",1
玩原的和玩粥的都沉默了[笑哭],1
感觉最后要是戛然而止没有升华的话，这首歌的荒诞戏剧感会更强,1
班迪还是太冷门了 [笑哭]完全不在讨论范围  只有在讲战力的时候会讲一下(悲),-1
"这首歌词以极具张力的意象和黑色幽默的语言风格，深刻展现了当代青年在物质洪流中的身份迷失与社会批判。以下从四个维度展开分析：
?
一、意象解码：符号矩阵中的...",1
摩旅是吧[笑哭]我去试试不这么含情脉脉的全手法猛飞要多久能到[doge],-1
"第一次看是在YouTube 上看到
看的還是麻球那一部
每次看不知僅僅是從材料變成品的過程
更多是看一位耐心嘗試的廚師的實驗過程",1
牛哥为了B友们的素材，这把赌大了。,1
忍着破产的疼痛做了这把枪竟然0秒打击倒,-1
每到这天都会想起曼联吧神贴：《七年了，我还是很想你》。看得人泪流满面[大哭],-1
"我也好怕好怕有一天会骨头坏死。
为了减轻副作用，我每天都必须在7-8点吃完早餐并且服下激素，已经3年没有睡过懒觉了。",1
下次可以测评倒数第一的自助餐厅嘛[doge],0
后悔现在才粉上rin酱,-1
对A~[doge]~不要,-1
不过三年而已，现在这个平台上洗他的声音已经变得比批判声更大了。,-1
@被遗忘的魔术师,0
看过别人拍的,-1
C盘我直接2T固态，两年多了没啥影响。只要我C盘足够大就不会爆满！,1
想起了几年前初中刚毕业写下的一句话,0
快让他们接失去联系，失去联系：再临，诺克斯行动：失去联系,-1
天津老式breakfast king，简称老bk,-1
这首歌是不是被封了？这视频名字也改了，音乐也搜不到了。[脸红],-1
现在刷视频，要么就是“敢不敢赌一次”或者就是“你可能不认识我”老套路了,-1
所以癌症什么的怎么样去查啊，全身体检吗，我真的好怕自己和家人得癌症然后突然离去[大哭][大哭][大哭]一套全身体检要多少钱啊[大哭][大哭][大哭][大哭],1
有点粗糙，但文案不错,1
游戏引擎,0
猜你在找：会说话的汤姆猫[2233娘_大笑],1
立人设? 具体弄出来了啥厉害的技术没看明白！,1
[大笑]天天吃,1
一个人开发还是做有个性的独立游戏吧，这种第一人称射击一个人只能做个自娱自乐的demo,-1
最喜欢的紫色糖豆发射器,1
这个我会，攻击力稀释，增伤区稀释[doge][doge],0
大战场配装有吗 老玩家回归,0
"2008年，永远难忘。
1月25日，南方大面积雪灾
3月14日，发生暴恐
5月12日，汶川地震
8月8日晚8点8分，北京奥运会开幕
国殇与国光都发生在这个全是8的年月日时分里。",1
"背景音乐，为什么要用梦该醒了小曲？[思考]
要是没出的话，就异化变体的梦该醒了。[doge]",0
店员:这位先生请不要开玩笑[doge],1
c盘红了，没空间去视频水印，所以直接发是吧,-1
嗨呀  牛哥垮的我好难受啊[大笑][大笑][大笑],1
按照步骤非常严谨的吃了一遍，味道确实不错可惜忘了把鸡蛋掉在桌子上了，下回一定注意,1
这位顾客请不要背对我们[doge],-1
一堆糖人,-1
@不考年级第一不改名_ 爽剪,1
既然有中日美食那一定也会有????食物吧？怎么没放出来？难道在小料区没注意[嗑瓜子],0
他有可能真的会做出一部3a大作。,1
这个教程，前面都好实现，掉鸡蛋多练几遍也能克服，最后的酸梅汤爆炸太难学了,1
??白菜老师[吃瓜],1
就感觉很纳闷，桌宠或者二游的live2d触摸不是现成的东西吗，拿“让自己的oc动起来”套个新概念就能糊弄那么多人？各位入股的，想让你们的oc动起来缺的压根不是软件，而是正经的插画和live2d动画，后者是需要正儿八百的时间精力的专业知识或者用钱解决的，是没有所谓通解来解决你们的问题的。,0
会去乌克兰不[吃瓜],1
这模式深刻体现了盾构和载具的威力[笑哭],1
结局7，玩到后面纯粹没弹幕了，是只有我一个人坚持到最后了吗?[奋斗],1
"那我留一个
“不做既定的事情，但也不做无法实现的梦”

在一局游戏中不进行正面的选项或不进行选项并通关游戏。",1
up，某音有人盗你视频了[笑哭][笑哭],1
补档,0
我就想知道 你和野兽先生说的35万赞 来中国 还算数吗？兄弟们把我送上去,0
你的文字比镜头更具生命力，不如学文学吧姑娘。,-1
能活几年呢？听完这句话心里有一万个字说不出来,-1
@ice冰糖_ [呲牙],1
我总是因为这些闪闪发光的北大人而自豪于自己也是一名北大人[委屈]在园子里生活的实感太低了，课业、科研、实验、组会，压力层出不穷，但是是音乐、电影、话剧，以及像你们这样说做就做的同学，让我感到了实实在在的自豪[拥抱],0
"哈夫克安全总监是德穆兰
罗德岛安全总监是蕾缪安
提瓦特安全总监是谁",0
当年我还在上小学，学校里组织学生们捐款，那时候穷基本上捐五毛的1块的，老师们捐的多点。第一次知道一方有难，八方支援这句话就是那年。,0
弹幕里全是专业导演[doge_金箍],0
味粉是什么?up,0
搬运经过原作者同意了吗？？？？？？,-1
封神得一集[支持]出乎了我所有的预料，反转再反转，bug反复堆砌，让你防不胜防啊[笑哭],1
统计了电脑上所有（大概是所有）文件的大小，确实是,-1
2025再听到炉心融解有一有一种恍惚感，一下子就给我拉回小时候了[Hiiro_哭笑不得],0
"看了几期，总结天津早点核心出装：
1、干的、稀的、菜，缺一不可；
2、吃鸡蛋必须是双数，不能偏坠；
3、20808的纸擦嘴，20810的纸只能擦手不能擦嘴；
4、吃完必须是带冰碴的带渣酸梅汤",-1
我玩个黄油都有这样的技术，弹幕这些人是不上网的吗[疑惑][疑惑],-1
有没有教清理手机的,0
[喜欢][喜欢][喜欢],1
"泰拉瑞亚没戏份正常的
毕竟开始就是克苏鲁眼球那个大玩意
世界吞噬者，肉山，个个都不是好惹的茬
可能福劈一刀能秒，但问题是就20血吐一口酸液都能杀5次了
后面越来越狠，泰拉人到最后都无解无限飞无限传送，离大老远拿手电筒就给噩梦同化劈了
所以泰拉不好编剧情，露个面算了
但失望的是没有今年有点热度的武士零露面倒是挺难受的",1
这个家不会给村里人占了吧，能定期回访吗,-1
本质还是c盘太小，你这样治标不治本，改天下个剪映ps又红了，修改存储空间也抗不了多久,-1
离开家乡谋生真的需要好大的勇气,1
现在满大街全都是“敢不敢赌一次？”了，我很好奇，什么时候有人会发出“敢不敢赌一次？你明天会呼吸”[笑哭],1
其实说自己是1的都是0伪造的，因为cos0＝1,-1
陈佩斯：吃一串想两串，吃两串想十串,-1
最近一堆“敢不敢赌”什么游戏啊，粉丝数啊的方式引流，再配个怪物之歌的纯音乐。然后一群小鬼就开始叫唤[笑哭],-1
抢别人手机很让你感到优越吗[热]（不会这也有人说我玩儿不起吧，这很幽默吗）,1
所以原神里面哪些物品适合当做摸金收集品？[doge_金箍],0
"盗宝团:
谁？胆子挺肥啊！??
把他们办了！??
你丫完了！我说的！??
来！咱俩练练！??
要么投降，要么见阎王！??

愚人众:
他们在这！??
你们被包围了！??
你拿什么和我斗？！??
快跑吧！你们这些垃圾！??",0
今夕是何年？泪目了[大哭],-1
@铁柱大导演,0
[疑惑]大坝也出六套图啥？,1
店员:建议您穿儿童背心就可以了[doge],0
不理解早餐的价格，不过那个温泉蛋卖相相当好看,1
标题加一个满命的意义是什么[辣眼睛],0
量完：……其实吧……你不穿也行。[藏狐],-1
泰坦陨落不出3了吗，这么好的游戏机制没有续作浪费了啊,1
毕导在树林里录的，log还有一层意思，原木，原木何尝又不是自然呢,1
我的个人常用武器m4，95，AK，249，很少用M14之类的一线枪，一线枪不满改太难打了,1
这么多菜，一顿不得100多呀,-1
10年,-1
转场太多了，信息量反而不如往期，请多来点干货，不要整花里胡哨的。[吃瓜],1
还在赌[笑哭]每次看见这种弹幕都蚌埠住,-1
商丘的兄弟们！给我冲啊！！！[可甜可洛动态表情包_补药啊][可甜可洛动态表情包_补药啊][可甜可洛动态表情包_补药啊],1
越是穷人家就越会教不能偷不能抢，越是有钱人就越喜欢强词夺理[笑哭],1
为什么网上好像没有防守方指挥官的视频(好像不多见),1
看完觉得全球知名的自助餐店，都大差不差的。也就吃个环境吧。毕竟环境作为美食的搭配占比挺高,1
店员很给面子了，没说：你好，小朋友本店没有适合你的尺寸[doge],1
白菜。创可贴要去药店买哦[doge],0
[蹲蹲][蹲蹲],-1
好漂亮……,1
这是第几个排名第一的自助餐了[吃瓜],1
这么多人合作,1
这么多人合作,1
这个俄罗斯小姐姐肯定也是一个UP主,1
@新华社快看 你这视频征得原作者同意了吗？怎么会有两个水印,0
比翻拍功夫那个要强很多[笑哭][笑哭][笑哭],1
天理的维系者:布豪，导弹来袭,1
"建议：
1，增加开火时枪口的火焰特效和屏幕抖动
2，增加弹壳落地音效
3，增加击中水面溅起水花特效（虽然很难吧[再见]）
4，增加体力值设定
5，v我50我要吃饭",1
外面方便面好吃跟汤没关系，因为他们锅不刷[吃瓜],1
"谁没事早餐吃这么贵的，即使彼得堡莫斯科一顿早餐人均100多人民币也是贵的，第一家店搜了一下好像叫eggsellent，偏某种网红连锁店？
一般年轻毛子都熬夜早上根本来不及吃早饭，就算是自律点自己起来做，一般也是鸡蛋牛奶面包；如果懒一点一般就是去买呗咖啡再去面包店买俩甜品吃一下，差不多20-30。
午餐和晚餐的价格才比较正常，因为莫斯科物价就是比俄罗斯其他所有城市都要高，包括彼得堡。午餐是一个很普通的套餐搭配，而且红茶汤里牛肉有点看不清。晚餐就是莫斯科当地比较有特色的一个苏式家庭餐厅。",1
那孩子平时也要好好筛查,1
你一说up主在黑他，又都给他上的帅图，你说up没黑他，这首歌又的确用了他的黑梗比如锐克啥的。,1
有种 “为什么现在手机不搞个可充电电池，用完了换一块就行”的美??,0
来了[星星眼]听了3年春意红包，也是上春晚了[打call],1
原神公路片[原神_哇],1
好机会,1
衣服好像贴上去的，好牛的模型,1
太牛逼了，这不比综艺那些垃圾搞那些强多了[打call],-1
猴哥猴哥你真了不得[支持],1
结局7，丁玲线，就感觉好苦啊……也好酷啊！看着一起的朋友都走掉了……算是给我个人的彩蛋吧。在入党宣誓的时候，丁玲说她找了两名入党介绍人，当时就觉得没有露面的入党介绍人有一种隐隐的感觉。最后结局出来看到了阳翰笙是丁玲的入党介绍人。阳翰笙先生曾就读的学校曾是我的高中！[大哭]四舍五入，阳翰笙学长也是我入党介绍人啦！[大哭],1
旅途的意义啊，有点原生跑马灯的感觉了[笑哭],1
为啥我的指挥官全程不说多来点医疗[笑哭]全局一共两个医生，我激素枪都轮冒烟了,-1
真王牌飞行员，没的说，太强了,1
跟17的有不少改变诶 是跟着春晚那版本唱的吧[doge_金箍],1
就跟兽耳桌面这种差不多呗[doge],-1
芙芙这个疯医什么情况，看起来超级涩??啊[doge],0
能借到几百万就不差几百万,1
"鸟在笼中，恨关羽不能张飞
王生理塘，虽文丑奈何颜良",-1
涉及到近代史，在过审与优秀中只能选择一个。鱼与熊掌呀[点赞],1
店员：这公差太小了，我去拿百分表打一下跳动。[藏狐],-1
打m4还是要带个禁区一体好用[doge]属性给的太多了,1
铁锈味，是铜臭味吗？,-1
记得当晚总理就来了，很感恩[委屈],0
比暗区突围做得好,1
有点心疼[偷笑][偷笑][偷笑],1
会说话的汤姆猫对吗,1
"店员：我们要量胸围，请您转过来，不要背对着我[doge]
白菜：我已经转过来了[doge][doge][doge]",-1
【【2017拜年祭单品】春意红包-哔哩哔哩】 https://b23.tv/CxYAQX7,1
原来这么多非开服玩家啊，弹幕说不知道怎么从璃月去须弥，还有不知道怎么从须弥去纳塔的，给我看得一愣一愣的,0
几年后发现自己的20多个专利全填的董小姐的名字,1
"Oneshot的作者讲错了??（是OS太冷了嘛xux）
提米只完成了Oneshot世界机器版宣传片开头的小动画，Oneshot的制作团队Little Cat Feet的开发者主要有Nightmargin、Michael、Eliza（

讲解很精细很多地方没了解过圈子的人也能看得比较明白，而且甚至还专门新剪了一个片头！！",0
